"Mês/Ano";"Tipo";"Tipo de Favorecido";"UF";"Nome do Favorecido";"CPF/CNPJ";"Município";"Função";"Programa Orçamentário";"Ação Orçamentária";"Linguagem Cidadã";"Valor Transferido";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CAIXA ESCOLAR MANOEL FELIX DE ALMEIDA";"05.823.395/0001-46";"CARUARU";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"4.171,07";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DO CENTRO MUNICIPAL DE EDUCACAO INFANTIL BEBEDOURO II";"25.288.778/0001-79";"PETROLINA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"1.498,19";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CIRCULO DE PAIS E MESTRES PROFESSORA DULCE CORDEIRO";"01.996.522/0001-58";"CARUARU";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"6.628,90";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR PRESBITERO JOSE BEZERRA";"04.473.032/0001-65";"RECIFE";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.892,09";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CIRCULO DE PAIS E MESTRES PROF JOSE FLORENCIO NETO";"04.584.727/0001-14";"CARUARU";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"7.579,99";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR JOSE MANOEL DA SILVEIRA";"06.206.886/0001-00";"CARUARU";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"6.643,38";
"11/2020";"Legais, Voluntárias e Específicas";"Fundo Público";"PE";"FUNDO MUNICIPAL DE SAUDE DE OLINDA";"09.131.029/0001-87";"OLINDA";"Saúde";"ATENCAO ESPECIALIZADA A SAUDE";"ENFRENTAMENTO DA EMERGENCIA DE SAUDE PUBLICA DE IMPORTANCIA INTERNACIONAL DECORRENTE DO CORONAVIRUS";"Sem informação";"466.620,00";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DA ESCOLA MUNICIPAL PAULO FREIRE";"04.468.448/0001-95";"PETROLINA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"6.124,24";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA ESCOLA MUNICIPAL NOVO PINA";"02.428.754/0001-72";"RECIFE";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.866,21";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA ESCOLA MUNICIPAL PAPA JOAO XXIII";"03.304.314/0001-76";"RECIFE";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.319,88";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DA ESCOLA MUNICIPAL PROFESSORA LUIZA DE CASTRO FERREIRA E SILVA";"10.194.636/0001-75";"PETROLINA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"8.369,33";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DO COLEGIO MUNICIPAL REITOR JOAO ALFREDO";"02.484.662/0001-00";"RECIFE";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.050,99";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR  DA ESCOLA  MUNICIPAL PROFESSORA  HELIA  MARIA  PEREIRA";"18.162.375/0001-13";"RECIFE";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"1.782,87";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR TOME CLAUDINO TORRES";"03.875.790/0001-47";"CARUARU";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.705,23";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR JOAO LUIZ TORRES";"03.347.536/0001-76";"CARUARU";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"1.756,99";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"UNIDADE EXECUTORA CONSELHO ESCOLAR DA ESCOLA MUNICIPAL SERVICO SOCIAL DE BELEM";"05.643.816/0001-57";"RECIFE";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"1.659,94";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA ESCOLA MUNICIPAL KARLA PATRICIA";"02.033.077/0001-93";"RECIFE";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"4.823,77";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA ESCOLA MUNICIPAL DOM JOSE LAMARTINE SOARES";"02.484.647/0001-61";"RECIFE";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.387,43";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA ESCOLA MUNICIPAL MAGALHAES BASTOS";"02.484.663/0001-54";"RECIFE";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"4.577,91";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA ESCOLA MUNICIPAL PEDRO AUGUSTO";"02.036.175/0001-84";"RECIFE";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.989,14";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DO CENTRO MUNICIPAL DE EDUCACAO INFANTIL ESTRELA DA MANHA";"12.444.954/0001-72";"RECIFE";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"1.472,31";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA ESCOLA MUNICIPAL EMIDIO DANTAS BARRETO";"02.428.796/0001-03";"RECIFE";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.921,59";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA ESCOLA MUNICIPAL MENINO JESUS";"03.402.281/0001-05";"RECIFE";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"1.782,87";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR NOSSA SENHORA DE FATIMA";"03.193.587/0001-90";"CARUARU";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"5.632,52";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DO CENTRO MUNICIPAL DE EDUCACAO INFANTIL PROINFANCIA IRMA DOURADO";"24.145.739/0001-50";"PETROLINA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.403,99";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"UNIDADE EXECUTORA SANTOS ANJOS";"13.845.427/0001-32";"CARUARU";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"6.357,16";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DA ESCOLA MUNICIPAL NOSSA SENHORA APARECIDA";"01.903.633/0001-72";"PETROLINA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.184,01";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA ESCOLA MUNICIPAL BOLA NA REDE";"16.682.800/0001-70";"RECIFE";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.600,94";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"UNIDADE EXECUTORA MARIA ALICE";"14.527.836/0001-53";"CARUARU";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"1.414,08";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DO CENTRO MUNICIPAL DE EDUCACAO INFANTIL NADJANILSON BARBOSA FERREIRA";"19.508.307/0001-26";"PETROLINA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"1.769,93";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"UNIDADE EXECUTORA MARIA ANUNCIADA RODRIGUES";"13.803.152/0001-74";"CARUARU";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"1.847,57";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"01.937.679/0001-02";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.607,41";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO-EDUCATICO DA ESCOLA PADRE AURINO CARACCIOLO";"03.205.086/0001-87";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.578,68";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DO CEMEI PROF MARIA LUZIA RIO LIMA";"31.173.145/0001-18";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.119,31";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA ESCOLA MUNICIPAL VANIA LARANJEIRA";"01.939.095/0001-76";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"7.625,28";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVA";"02.568.586/0001-10";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"4.597,32";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR PETRONIO FERNANDES";"13.930.544/0001-02";"GARANHUNS";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.419,78";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"21.668.624/0001-51";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.820,92";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA ESCOLA MUNICIPAL RURAL PAULO FREIRE";"08.936.907/0001-79";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"1.769,93";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"07.571.387/0001-85";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.096,28";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR PADRE AGOBAR VALENCA";"01.929.594/0001-82";"GARANHUNS";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"5.095,51";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"BANCO ESCOLAR IRACEMA PIRES";"15.317.516/0001-31";"OLINDA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.306,94";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"22.477.388/0001-59";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.723,87";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR";"25.063.560/0001-16";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"4.416,16";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"19.375.050/0001-81";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"4.700,84";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCACAO";"01.937.680/0001-37";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.232,15";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"11.158.027/0001-23";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"1.795,81";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"BANCO ESCOLAR 19 DE SETEMBRO";"03.507.041/0001-67";"OLINDA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.245,09";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"01.949.752/0001-66";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"4.862,59";
"12/2020";"Legais, Voluntárias e Específicas";"Fundo Público";"PE";"FUNDO MUNICIPAL DE SAUDE";"06.914.894/0001-01";"PETROLINA";"Saúde";"ATENCAO ESPECIALIZADA A SAUDE";"ENFRENTAMENTO DA EMERGENCIA DE SAUDE PUBLICA DE IMPORTANCIA INTERNACIONAL DECORRENTE DO CORONAVIRUS";"Sem informação";"251.457,25";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"17.054.774/0001-06";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.025,11";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTERACAO SOCIO EDUCACAO";"01.956.007/0001-44";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"4.674,96";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"UNIDADE EXECUTORA CONSELHO ESCOLAR ANTONIO ADEILDO FERREIRA";"07.545.904/0001-41";"GARANHUNS";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"1.420,55";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"COSELHO DE INTEGRACAO SOCIO EDUCATIVO";"05.665.234/0001-71";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"6.641,84";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"UNIDADE EXECUTORA DA ESCOLA MUNICIPAL PROFESSOR WILSON DE SOUZA";"07.764.344/0001-16";"OLINDA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.662,79";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"03.207.522/0001-57";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"6.078,95";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"BANCO ESCOLAR ALEXANDRE BARBOSA LIMA";"02.003.552/0001-89";"OLINDA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.115,69";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA ESCOLA MUNICIPAL PROFESSOR ROBERTO INACIO DA SILVA";"31.130.788/0001-84";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.795,04";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"01.940.812/0001-80";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"4.286,76";
"12/2020";"Legais, Voluntárias e Específicas";"Fundo Público";"PE";"FUNDO MUNICIPAL DE SAUDE DE OLINDA";"09.131.029/0001-87";"OLINDA";"Saúde";"ATENCAO ESPECIALIZADA A SAUDE";"ENFRENTAMENTO DA EMERGENCIA DE SAUDE PUBLICA DE IMPORTANCIA INTERNACIONAL DECORRENTE DO CORONAVIRUS";"Sem informação";"96.857,00";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"01.950.407/0001-42";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.507,51";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA ESCOLA MUNICIPAL PROFESSORA ODETE GOMES DE MORAIS";"26.667.099/0001-73";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.717,40";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"BANCO ESCOLAR CRIANCA FELIZ";"01.980.035/0001-05";"OLINDA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.818,07";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"01.952.728/0001-86";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.999,23";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"BANCO ESCOLAR MARIA DA GLORIA ADVINCULA";"01.980.038/0001-30";"OLINDA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.934,53";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA ESCOLA MUNICIPAL DOM CARLOS COELHO";"33.545.568/0001-47";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"4.448,51";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"02.126.085/0001-84";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"7.411,77";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"01.946.175/0001-59";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"4.668,49";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO-EDUCATIVO (CISE)";"03.223.671/0001-00";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.268,12";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"BANCO ESCOLAR CLAUDINO LEAL";"01.980.032/0001-63";"OLINDA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"5.503,12";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR PROF ANTONIO GONCALVES DIAS";"01.929.589/0001-70";"GARANHUNS";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"10.452,67";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"01.961.688/0001-39";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"5.192,56";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"07.538.862/0001-11";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.184,01";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"01.937.809/0001-07";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.322,73";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"11.197.288/0001-52";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.242,24";
